crash_numb,city_town_name,crash_date,crash_severity_descr,crash_time_2,year,max_injr_svrty_cl,numb_vehc,age_drvr_yngst,age_drvr_oldest,manr_coll_descr,numb_fatal_injr,numb_nonfatal_injr,trafy_descr_descr,vehc_mnvr_actn_cl,cnty_name,lclty_name,speed_limit,lat,lon,vehc_unit_numb,alc_suspd_type_descr,driver_age,drvr_cntrb_circ_descr,driver_distracted_type_descr,drug_suspd_type_descr,pers_numb,age,ejctn_descr,sex_descr
4590837,MEDWAY,9/8/18,Fatal injury,10:48 PM,2018,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,NORFOLK,,30,42.14630638,-71.47452329,1,Not reported,25,DCC1:Not reported,Not reported,Not reported,1,25,Totally ejected,Male
4590457,FOXBOROUGH,7/13/18,Fatal injury,3:10 AM,2018,Fatal injury (K),1,21-24,21-24,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Not reported,NORFOLK,,65,42.07990039,-71.22261737,1,Not reported,22,DCC1:Not reported,Not reported,Not reported,1,22,Not ejected,Female
4582080,STURBRIDGE,8/13/18,Fatal injury,7:20 AM,2018,Fatal injury (K),2,45-54,45-54,"Sideswipe, opposite direction",1,1,"Two-way, divided, unprotected median",V1: Slowing or stopped in traffic / V2: Travelling straight ahead,WORCESTER,,55,42.17255239,-72.0308871,1,"No, alcohol not used",50,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,50,Totally ejected,Female
4582080,STURBRIDGE,8/13/18,Fatal injury,7:20 AM,2018,Fatal injury (K),2,45-54,45-54,"Sideswipe, opposite direction",1,1,"Two-way, divided, unprotected median",V1: Slowing or stopped in traffic / V2: Travelling straight ahead,WORCESTER,,55,42.17255239,-72.0308871,2,"No, alcohol not used",54,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,54,Not ejected,Male
4574703,MARSHFIELD,7/27/18,Fatal injury,6:57 PM,2018,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Turning left,PLYMOUTH,,35,42.13527256,-70.70837554,1,,27,,Not Distracted,,1,27,Totally ejected,Male
4595677,CHICOPEE,8/20/18,Fatal injury,6:05 PM,2018,Fatal injury (K),2,25-34,25-34,"Sideswipe, same direction",1,2,"Two-way, divided, positive median barrier",V1: Leaving traffic lane / V2: Travelling straight ahead,HAMPDEN,,50,42.13794142,-72.61013492,1,"No, alcohol not used",31,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not reported,"No, drug not used",1,31,Not ejected,Male
4595677,CHICOPEE,8/20/18,Fatal injury,6:05 PM,2018,Fatal injury (K),2,25-34,25-34,"Sideswipe, same direction",1,2,"Two-way, divided, positive median barrier",V1: Leaving traffic lane / V2: Travelling straight ahead,HAMPDEN,,50,42.13794142,-72.61013492,1,"No, alcohol not used",31,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not reported,"No, drug not used",3,32,Not ejected,Female
4595677,CHICOPEE,8/20/18,Fatal injury,6:05 PM,2018,Fatal injury (K),2,25-34,25-34,"Sideswipe, same direction",1,2,"Two-way, divided, positive median barrier",V1: Leaving traffic lane / V2: Travelling straight ahead,HAMPDEN,,50,42.13794142,-72.61013492,2,"No, alcohol not used",31,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,31,Not ejected,Male
4595671,SPRINGFIELD,9/16/18,Fatal injury,12:59 AM,2018,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,HAMPDEN,,45,42.10515843,-72.60012292,1,Not reported,64,DCC1:Not reported,Not reported,Not reported,1,64,Totally ejected,Female
4594707,NORTH ADAMS,5/13/18,Fatal injury,9:01 PM,2018,Fatal injury (K),2,21-24,65-74,Head-on,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,BERKSHIRE,,35,42.66628354,-73.09818292,2,Not reported,73,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,4,72,Not ejected,Female
4594707,NORTH ADAMS,5/13/18,Fatal injury,9:01 PM,2018,Fatal injury (K),2,21-24,65-74,Head-on,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,BERKSHIRE,,35,42.66628354,-73.09818292,1,Not reported,22,"DCC1:No improper driving, DCC2:Not reported",Unknown,Not reported,3,36,Not ejected,Male
4594707,NORTH ADAMS,5/13/18,Fatal injury,9:01 PM,2018,Fatal injury (K),2,21-24,65-74,Head-on,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,BERKSHIRE,,35,42.66628354,-73.09818292,1,Not reported,22,"DCC1:No improper driving, DCC2:Not reported",Unknown,Not reported,1,22,Not ejected,Female
4594707,NORTH ADAMS,5/13/18,Fatal injury,9:01 PM,2018,Fatal injury (K),2,21-24,65-74,Head-on,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,BERKSHIRE,,35,42.66628354,-73.09818292,2,Not reported,73,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,2,73,Not ejected,Male
4594441,CLINTON,8/10/18,Fatal injury,5:04 PM,2018,Fatal injury (K),2,35-44,35-44,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,30,42.41634534,-71.6868642,2,"No, alcohol not used",42,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,42,Totally ejected,Male
4594441,CLINTON,8/10/18,Fatal injury,5:04 PM,2018,Fatal injury (K),2,35-44,35-44,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,30,42.41634534,-71.6868642,1,"No, alcohol not used",41,"DCC1:Inattention, DCC2:Not reported",Unknown,"No, drug not used",1,41,Not ejected,Male
4593535,BELMONT,8/28/18,Fatal injury,8:25 AM,2018,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, not divided",V1: Turning left,MIDDLESEX,,25,42.38592503,-71.19067336,1,"No, alcohol not used",45,"DCC1:Inattention, DCC2:Visibility obstructed",Unknown,"No, drug not used",1,45,Not ejected,Male
4593535,BELMONT,8/28/18,Fatal injury,8:25 AM,2018,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, not divided",V1: Turning left,MIDDLESEX,,25,42.38592503,-71.19067336,,,,,,,2,39,,Female
4588074,WORTHINGTON,8/31/18,Fatal injury,8:45 PM,2018,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,HAMPSHIRE,,40,42.34903726,-72.90098796,1,,29,,,,1,29,Totally ejected,Male
4601389,WORCESTER,9/22/18,Fatal injury,2:30 AM,2018,Fatal injury (K),2,25-34,25-34,Rear-end,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.29280636,-71.76247918,1,"Yes, alcohol used",31,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not reported,Not reported,4,25,Not ejected,Male
4601389,WORCESTER,9/22/18,Fatal injury,2:30 AM,2018,Fatal injury (K),2,25-34,25-34,Rear-end,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.29280636,-71.76247918,1,"Yes, alcohol used",31,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not reported,Not reported,3,24,Not ejected,Female
4601389,WORCESTER,9/22/18,Fatal injury,2:30 AM,2018,Fatal injury (K),2,25-34,25-34,Rear-end,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.29280636,-71.76247918,1,"Yes, alcohol used",31,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not reported,Not reported,1,31,Not ejected,Female
4601389,WORCESTER,9/22/18,Fatal injury,2:30 AM,2018,Fatal injury (K),2,25-34,25-34,Rear-end,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.29280636,-71.76247918,2,"No, alcohol not used",29,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,29,Not ejected,Male
4599615,CARLISLE,9/8/18,Fatal injury,2:36 PM,2018,Fatal injury (K),1,65-74,65-74,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,MIDDLESEX,,35,42.50587431,-71.3693083,1,Unknown,66,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Unknown,Unknown,1,66,Totally ejected,Male
4598857,WOBURN,9/12/18,Fatal injury,4:28 PM,2018,Fatal injury (K),2,25-34,>84,Rear-end,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,55,42.5028375,-71.12369178,1,"No, alcohol not used",89,"DCC1:Illness, DCC2:Not reported",Not Distracted,"No, drug not used",1,89,Not ejected,Male
4598857,WOBURN,9/12/18,Fatal injury,4:28 PM,2018,Fatal injury (K),2,25-34,>84,Rear-end,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,55,42.5028375,-71.12369178,2,"No, alcohol not used",25,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,25,Not ejected,Female
4595679,HAVERHILL,9/18/18,Fatal injury,1:59 AM,2018,Fatal injury (K),2,,,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,ESSEX,,35,42.80511224,-71.10063837,1,Unknown,,"DCC1:Unknown, DCC2:Not reported",Unknown,Unknown,1,,Totally ejected,Male
4595679,HAVERHILL,9/18/18,Fatal injury,1:59 AM,2018,Fatal injury (K),2,,,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,ESSEX,,35,42.80511224,-71.10063837,2,Not reported,,DCC1:Not reported,Not reported,Not reported,2,,Not reported,Not reported
4603839,PITTSFIELD,8/24/18,Fatal injury,5:43 PM,2018,Fatal injury (K),2,25-34,45-54,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,BERKSHIRE,,30,42.45689778,-73.26115888,2,Unknown,32,"DCC1:Failed to yield right of way, DCC2:Not reported",Not Distracted,Unknown,2,32,Not ejected,Male
4603839,PITTSFIELD,8/24/18,Fatal injury,5:43 PM,2018,Fatal injury (K),2,25-34,45-54,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Turning left,BERKSHIRE,,30,42.45689778,-73.26115888,1,"No, alcohol not used",49,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,49,Not ejected,Male
4602431,ATHOL,9/3/18,Fatal injury,6:33 AM,2018,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,35,42.58629132,-72.20890402,1,Not reported,52,"DCC1:Unknown, DCC2:Not reported",Unknown,Not reported,1,52,Not ejected,Male
4601817,SEEKONK,9/28/18,Fatal injury,12:50 PM,2018,Fatal injury (K),2,35-44,65-74,Rear-end,1,1,"Two-way, divided, positive median barrier",V2: Travelling straight ahead / V1: Slowing or stopped in traffic,BRISTOL,,65,41.80505444,-71.33598035,2,Not reported,72,"DCC1:Followed too closely, DCC2:Not reported",Not reported,Not reported,2,72,Not ejected,Male
4601817,SEEKONK,9/28/18,Fatal injury,12:50 PM,2018,Fatal injury (K),2,35-44,65-74,Rear-end,1,1,"Two-way, divided, positive median barrier",V2: Travelling straight ahead / V1: Slowing or stopped in traffic,BRISTOL,,65,41.80505444,-71.33598035,1,"No, alcohol not used",35,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,35,Not ejected,Male
4598378,ANDOVER,9/23/18,Fatal injury,12:03 AM,2018,Fatal injury (K),1,18-20,18-20,Single vehicle crash,1,0,"Two-way, divided, unprotected median",,ESSEX,,65,42.67320427,-71.17680835,1,,19,,,,1,19,Not ejected,Female
4595678,TOPSFIELD,9/16/18,Fatal injury,4:44 PM,2018,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,1,"Two-way, not divided",V1: Travelling straight ahead,ESSEX,,40,42.65528727,-70.91625544,1,,64,,Unknown,,2,60,Not ejected,Female
4595678,TOPSFIELD,9/16/18,Fatal injury,4:44 PM,2018,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,1,"Two-way, not divided",V1: Travelling straight ahead,ESSEX,,40,42.65528727,-70.91625544,1,,64,,Unknown,,1,64,Not ejected,Male
4555810,GARDNER,5/12/18,Fatal injury,7:31 AM,2018,Fatal injury (K),3,25-34,75-84,Angle,1,3,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,40,42.59102661,-71.9608617,1,"No, alcohol not used",79,"DCC1:Disregarded traffic signs, signals, road markings, DCC2:Inattention",Unknown,"No, drug not used",1,79,Not ejected,Female
4555810,GARDNER,5/12/18,Fatal injury,7:31 AM,2018,Fatal injury (K),3,25-34,75-84,Angle,1,3,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,40,42.59102661,-71.9608617,3,"No, alcohol not used",52,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,15,Not ejected,Female
4555810,GARDNER,5/12/18,Fatal injury,7:31 AM,2018,Fatal injury (K),3,25-34,75-84,Angle,1,3,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,40,42.59102661,-71.9608617,2,"No, alcohol not used",28,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,28,Not ejected,Male
4555810,GARDNER,5/12/18,Fatal injury,7:31 AM,2018,Fatal injury (K),3,25-34,75-84,Angle,1,3,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,40,42.59102661,-71.9608617,3,"No, alcohol not used",52,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,52,Not ejected,Male
4607836,ROCKLAND,7/8/18,Fatal injury,1:29 AM,2018,Fatal injury (K),3,21-24,25-34,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,60,42.16603536,-70.89393247,1,Not reported,22,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Not reported,Not reported,1,22,Totally ejected,Male
4607836,ROCKLAND,7/8/18,Fatal injury,1:29 AM,2018,Fatal injury (K),3,21-24,25-34,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,60,42.16603536,-70.89393247,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,33,Not ejected,Male
4607836,ROCKLAND,7/8/18,Fatal injury,1:29 AM,2018,Fatal injury (K),3,21-24,25-34,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,60,42.16603536,-70.89393247,2,"No, alcohol not used",34,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,34,Not ejected,Male
4607836,ROCKLAND,7/8/18,Fatal injury,1:29 AM,2018,Fatal injury (K),3,21-24,25-34,Rear-end,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,60,42.16603536,-70.89393247,3,"No, alcohol not used",32,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,32,Not ejected,Not reported
4605936,HARWICH,9/30/18,Fatal injury,9:56 AM,2018,Fatal injury (K),2,55-64,>84,Angle,1,1,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,BARNSTABLE,,40,41.71751142,-70.03146078,1,"No, alcohol not used",94,"DCC1:Made an improper turn, DCC2:Not reported",Not Distracted,"No, drug not used",1,94,Not ejected,Female
4605936,HARWICH,9/30/18,Fatal injury,9:56 AM,2018,Fatal injury (K),2,55-64,>84,Angle,1,1,"Two-way, not divided",V1: Turning left / V2: Travelling straight ahead,BARNSTABLE,,40,41.71751142,-70.03146078,2,"No, alcohol not used",64,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,64,Not ejected,Not reported
4603841,PLYMOUTH,9/29/18,Fatal injury,4:02 AM,2018,Fatal injury (K),2,25-34,65-74,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Changing lanes / V2: Travelling straight ahead,PLYMOUTH,,60,41.96990252,-70.70082999,2,"No, alcohol not used",31,,Not Distracted,"No, drug not used",2,31,Not ejected,Male
4603841,PLYMOUTH,9/29/18,Fatal injury,4:02 AM,2018,Fatal injury (K),2,25-34,65-74,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Changing lanes / V2: Travelling straight ahead,PLYMOUTH,,60,41.96990252,-70.70082999,1,,66,,Not Distracted,,1,66,Totally ejected,Male
4611607,NORTON,10/21/18,Fatal injury,1:15 AM,2018,Fatal injury (K),1,21-24,21-24,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,BRISTOL,,35,41.93391641,-71.22230338,1,Unknown,21,"DCC1:Inattention, DCC2:Failure to keep in proper lane or running off road",Unknown,Unknown,1,21,Not ejected,Male
4609142,MARLBOROUGH,10/4/18,Fatal injury,10:01 AM,2018,Fatal injury (K),2,25-34,65-74,Rear-end,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,65,42.35204135,-71.61439623,1,Not reported,25,DCC1:Not reported,Not reported,Not reported,1,25,Not ejected,Female
4609142,MARLBOROUGH,10/4/18,Fatal injury,10:01 AM,2018,Fatal injury (K),2,25-34,65-74,Rear-end,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,65,42.35204135,-71.61439623,2,"No, alcohol not used",69,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",4,19,Not ejected,Female
4609142,MARLBOROUGH,10/4/18,Fatal injury,10:01 AM,2018,Fatal injury (K),2,25-34,65-74,Rear-end,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,65,42.35204135,-71.61439623,2,"No, alcohol not used",69,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,73,Not ejected,Female
4609142,MARLBOROUGH,10/4/18,Fatal injury,10:01 AM,2018,Fatal injury (K),2,25-34,65-74,Rear-end,1,3,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Slowing or stopped in traffic,MIDDLESEX,,65,42.35204135,-71.61439623,2,"No, alcohol not used",69,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,69,Not ejected,Male
4608886,SPENCER,8/13/18,Fatal injury,9:58 AM,2018,Fatal injury (K),2,55-64,55-64,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,40,42.23862978,-72.00273381,1,"No, alcohol not used",63,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,63,Not ejected,Male
4608886,SPENCER,8/13/18,Fatal injury,9:58 AM,2018,Fatal injury (K),2,55-64,55-64,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked,WORCESTER,,40,42.23862978,-72.00273381,2,"No, alcohol not used",,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,,Unknown,Not reported
4615586,BARRE,9/30/18,Fatal injury,8:27 PM,2018,Fatal injury (K),1,35-44,35-44,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,WORCESTER,,40,42.47225234,-72.08204007,1,"Yes, alcohol used",44,"DCC1:Unknown, DCC2:Not reported",Unknown,"Yes, drug used",1,44,Totally ejected,Female
4612065,GREENFIELD,10/22/18,Fatal injury,7:15 PM,2018,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,FRANKLIN,,30,42.60143333,-72.61111289,1,"No, alcohol not used",30,,Not Distracted,"No, drug not used",1,30,Not ejected,Male
4612065,GREENFIELD,10/22/18,Fatal injury,7:15 PM,2018,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,FRANKLIN,,30,42.60143333,-72.61111289,,,,,,,2,66,,Male
4617992,HANOVER,11/2/18,Fatal injury,1:56 PM,2018,Fatal injury (K),3,21-24,>84,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,,42.1308208,-70.85848308,1,"No, alcohol not used",90,,Unknown,"No, drug not used",1,90,Not ejected,Female
4617992,HANOVER,11/2/18,Fatal injury,1:56 PM,2018,Fatal injury (K),3,21-24,>84,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,,42.1308208,-70.85848308,2,"No, alcohol not used",21,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,21,Not ejected,Female
4617992,HANOVER,11/2/18,Fatal injury,1:56 PM,2018,Fatal injury (K),3,21-24,>84,Angle,1,0,"Two-way, divided, unprotected median",V1: Turning left / V2: Travelling straight ahead / V3: Travelling straight ahead,PLYMOUTH,,,42.1308208,-70.85848308,3,"No, alcohol not used",21,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,21,Not ejected,Female
4617804,HOPKINTON,10/31/18,Fatal injury,6:30 PM,2018,Fatal injury (K),2,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V2: Travelling straight ahead / V1: Slowing or stopped in traffic,MIDDLESEX,,65,42.25785236,-71.57879424,2,Not reported,30,DCC1:Not reported,Not reported,Not reported,2,30,Not ejected,Male
4617804,HOPKINTON,10/31/18,Fatal injury,6:30 PM,2018,Fatal injury (K),2,25-34,35-44,Rear-end,1,0,"Two-way, divided, positive median barrier",V2: Travelling straight ahead / V1: Slowing or stopped in traffic,MIDDLESEX,,65,42.25785236,-71.57879424,1,"No, alcohol not used",42,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,42,Not ejected,Male
4617191,WINCHESTER,10/19/18,Fatal injury,11:20 AM,2018,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, not divided",V1: Turning left,MIDDLESEX,,20,42.45170231,-71.13856538,,,,,,,2,86,,Female
4617191,WINCHESTER,10/19/18,Fatal injury,11:20 AM,2018,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, not divided",V1: Turning left,MIDDLESEX,,20,42.45170231,-71.13856538,1,Not reported,55,"DCC1:Glare, DCC2:Other improper action",Not reported,Not reported,1,55,Not ejected,Male
4615178,BELCHERTOWN,10/15/18,Fatal injury,12:09 PM,2018,Fatal injury (K),3,55-64,55-64,Single vehicle crash,2,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked / V3: Parked,HAMPSHIRE,,40,42.26876699,-72.41629423,1,Unknown,59,"DCC1:Unknown, DCC2:Not reported",Unknown,Unknown,1,59,Not ejected,Female
4615178,BELCHERTOWN,10/15/18,Fatal injury,12:09 PM,2018,Fatal injury (K),3,55-64,55-64,Single vehicle crash,2,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked / V3: Parked,HAMPSHIRE,,40,42.26876699,-72.41629423,1,Unknown,59,"DCC1:Unknown, DCC2:Not reported",Unknown,Unknown,4,83,Not ejected,Female
4615178,BELCHERTOWN,10/15/18,Fatal injury,12:09 PM,2018,Fatal injury (K),3,55-64,55-64,Single vehicle crash,2,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked / V3: Parked,HAMPSHIRE,,40,42.26876699,-72.41629423,2,Not reported,,DCC1:Not reported,Not reported,Not reported,2,,Not reported,Not reported
4615178,BELCHERTOWN,10/15/18,Fatal injury,12:09 PM,2018,Fatal injury (K),3,55-64,55-64,Single vehicle crash,2,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Parked / V3: Parked,HAMPSHIRE,,40,42.26876699,-72.41629423,3,Not reported,,DCC1:Not reported,Not reported,Not reported,3,,Not reported,Not reported
4615057,ROCHESTER,10/6/18,Fatal injury,2:33 PM,2018,Fatal injury (K),2,21-24,45-54,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,PLYMOUTH,,40,41.78094713,-70.90689509,1,"No, alcohol not used",22,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,22,Not ejected,Male
4615057,ROCHESTER,10/6/18,Fatal injury,2:33 PM,2018,Fatal injury (K),2,21-24,45-54,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,PLYMOUTH,,40,41.78094713,-70.90689509,1,"No, alcohol not used",22,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,30,Not ejected,Male
4615057,ROCHESTER,10/6/18,Fatal injury,2:33 PM,2018,Fatal injury (K),2,21-24,45-54,Angle,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,PLYMOUTH,,40,41.78094713,-70.90689509,2,"No, alcohol not used",50,"DCC1:Disregarded traffic signs, signals, road markings, DCC2:Failed to yield right of way",Not Distracted,"No, drug not used",3,50,Totally ejected,Male
4614578,MARION,10/13/18,Fatal injury,6:50 PM,2018,Fatal injury (K),2,21-24,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Entering traffic lane / V2: Travelling straight ahead,PLYMOUTH,,50,41.73576344,-70.74910455,1,"No, alcohol not used",21,"DCC1:Failed to yield right of way, DCC2:Not reported",Not Distracted,"No, drug not used",1,21,Not ejected,Male
4614578,MARION,10/13/18,Fatal injury,6:50 PM,2018,Fatal injury (K),2,21-24,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Entering traffic lane / V2: Travelling straight ahead,PLYMOUTH,,50,41.73576344,-70.74910455,1,"No, alcohol not used",21,"DCC1:Failed to yield right of way, DCC2:Not reported",Not Distracted,"No, drug not used",2,20,Not ejected,Male
4614578,MARION,10/13/18,Fatal injury,6:50 PM,2018,Fatal injury (K),2,21-24,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Entering traffic lane / V2: Travelling straight ahead,PLYMOUTH,,50,41.73576344,-70.74910455,2,Unknown,28,"DCC1:Exceeded authorized speed limit, DCC2:Not reported",Unknown,Unknown,3,28,Not ejected,Male
4614451,WORCESTER,10/10/18,Fatal injury,6:20 AM,2018,Fatal injury (K),3,45-54,55-64,Angle,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Not reported,WORCESTER,,50,42.26090917,-71.79337997,2,"No, alcohol not used",59,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,59,Not ejected,Male
4614451,WORCESTER,10/10/18,Fatal injury,6:20 AM,2018,Fatal injury (K),3,45-54,55-64,Angle,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Not reported,WORCESTER,,50,42.26090917,-71.79337997,1,"No, alcohol not used",52,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",1,52,Partially ejected,Male
